DISTRICT NUMBER,DISTRICT NAME,YEAR,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,REPORT_CHARTER_STATUS,2018-2019 ADA,REGION,COUNTY,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,District 2019 Overall Rating,District 2019 Overall Scaled Score,Student Achievement Rating,Student Achievement Scaled Score,School Progress Resolved Rating,School Progress Resolved Scaled Score,Closing the Gaps Rating,Closing the Gaps Scaled Score,Rated Under AEA Procedures,Charter Operator,New Charter Operator,Residential Treatment Facility,Single District Campus - PEIMS,# Enrolled in Grades 3-12,% Enrolled in Grades 3-12,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,# Enrolled in Early College High School,% Enrolled in Early College High School,# Pathways in Technology ECHS,% Pathways in Technology ECHS,# Enrolled in a T-Stem Academy,% Enrolled in a T-Stem Academy,Total AEA Bonus Points Received,AEA Bonus Graduation or Dropout Rate Used,AEA Bonus GRAD/CCMR Points Received,AEA Bonus STAAR Percentage,AEA Bonus STAAR Points Received,Any Change due to Appeal,Number of Consecutive Years Improvement Required (IR),County Name,County #,Postsecondary Readiness Distinction,"Final Rating Update Status: 1 = Appeal granted, 2 = Rating update to 'Q' - Not Rated due to Data Integrity issue",STAAR Component Raw Score,STAAR Component Scaled Score,CCMR Component Raw Score,CCMR Component Scaled Score,Graduation Rate Component Raw Score,Graduation Rate Component Scaled Score,Academic Growth Raw Score
015808,INSPIRE ACADEMIES,2019,0,10260103,845560,0,0,13474145,0,24579808,24579808,Open Enrollment Charter,806.979,20,BEXAR COUNTY,6,108,452,19,278,0,1,864,C,76,C,75,C,77,C,75,N,Y,N,N,N,771,89.3,863,529,61.3,16,1.9,194,22.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,NA,NA,44,75,.,.,49,40,66
015809,BEXAR COUNTY ACADEMY,2019,0,2917920,434708,0,0,0,0,3352628,3352628,Open Enrollment Charter,270.783,20,BEXAR COUNTY,0,21,316,2,10,0,0,349,D,62,F,58,D,62,D,62,N,Y,NA,N,Y,.,.,349,328,94,76,21.8,33,9.5,0,0,.,.,.,.,.,.,.,.,.,NA,.,BEXAR,'015,NA,NA,33,58,.,.,.,.,63
015814,POSITIVE SOLUTIONS CHARTER SCHOOL,2019,0,1094922,476637,0,0,0,0,1571559,1571559,Open Enrollment Charter,102.142,20,BEXAR COUNTY,0,13,113,0,5,0,0,131,D,64,C,74,D,68,F,30,Y,Y,NA,N,Y,.,.,131,109,83.2,3,2.3,14,10.7,0,0,.,.,.,.,3,42,1,46,2,NA,.,BEXAR,'015,NA,NA,27,77,13,78,48.3,60,46
015815,HERITAGE ACADEMY,2019,0,5867326,56268,0,0,0,0,5923594,5923594,Open Enrollment Charter,585.303,20,BEXAR COUNTY,1,83,474,12,60,3,2,635,B,89,B,89,B,89,B,85,Y,Y,N,N,N,488,76.900000000000006,635,427,67.2,222,35,46,7.2,0,0,0,0,0,0,9,88,4,65,5,NA,.,BEXAR,'015,NA,NA,45,91,33,92,100,100,72
015822,JUBILEE ACADEMIES,2019,0,54438484,1530780,0,0,0,0,55969264,55969264,Open Enrollment Charter,"5,469.125",20,BEXAR COUNTY,57,426,4902,83,479,9,1,5957,C,79,B,80,B,83,C,71,N,Y,N,N,N,4089,68.599999999999994,5957,4215,70.8,1316,22.1,412,6.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,36,62,59,89,100,100,60
015825,LIGHTHOUSE CHARTER SCHOOL,2019,0,2956333,30326,0,0,63920,0,3050579,3050579,Open Enrollment Charter,293.133,20,BEXAR COUNTY,0,21,291,6,14,0,0,332,C,77,D,62,B,84,D,60,N,Y,N,N,N,191,57.5,332,293,88.3,84,25.3,21,6.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,NA,NA,36,62,.,.,.,.,72
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,2019,0,16324884,1030738,0,0,0,0,17355622,17355622,Open Enrollment Charter,"1,708.173",20,BEXAR COUNTY,102,393,964,61,318,9,4,1851,B,89,B,89,B,89,B,89,N,Y,N,N,N,1270,68.599999999999994,1851,958,51.8,314,17,131,7.1,0,0,0,0,348,18.8,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,52,83,80,95,100,100,67
015828,HARMONY SCIENCE ACAD (SAN ANTONIO),2019,0,42693569,1661689,0,0,29963,0,44385221,44385221,Open Enrollment Charter,"4,226.060",20,BEXAR COUNTY,45,257,3710,48,439,7,6,4512,A,92,B,89,A,94,B,87,N,Y,N,N,N,3602,79.8,4512,3673,81.4,1442,32,355,7.9,0,0,0,0,1690,37.5,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,47,79,92,98,100,100,67
015830,BROOKS ACADEMIES OF TEXAS,2019,0,29500714,1499028,0,0,974000,0,31973742,31973742,Open Enrollment Charter,"3,018.060",20,BEXAR COUNTY,121,146,2716,42,282,7,8,3322,C,79,C,76,B,80,C,75,N,Y,N,N,N,2413,72.599999999999994,3322,2363,71.1,288,8.7,222,6.7,0,0,0,0,321,9.6999999999999993,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,36,62,53,80,99,95,56
015831,SCHOOL OF SCIENCE AND TECHNOLOGY D,2019,0,20789233,1454786,0,0,0,0,22244019,22244019,Open Enrollment Charter,"2,172.535",20,BEXAR COUNTY,120,368,1441,60,387,5,1,2382,A,93,A,90,A,92,A,96,N,Y,N,N,N,1440,60.5,2380,1540,64.7,294,12.4,189,7.9,0,0,0,0,295,12.4,.,.,.,.,.,NA,.,BEXAR,'015,1,NA,52,83,72,93,100,100,69
015833,HENRY FORD ACADEMY ALAMEDA SCHOOL,2019,0,1173259,338977,0,0,0,0,1512236,1512236,Open Enrollment Charter,118.378,20,BEXAR COUNTY,1,3,103,1,16,1,2,127,B,80,C,75,B,83,C,72,N,Y,NA,N,Y,.,.,127,67,52.8,1,0.8,8,6.3,0,0,.,.,.,.,.,.,.,.,.,NA,.,BEXAR,'015,NA,NA,51,78,33,65,96.2,90,73
015834,BASIS TEXAS,2019,0,20106069,4834296,0,0,0,0,24940365,24940365,Open Enrollment Charter,"2,464.256",20,BEXAR COUNTY,969,91,505,153,858,18,3,2597,A,98,A,98,A,93,A,98,N,Y,N,N,N,1823,70.2,2597,142,5.5,368,14.2,48,1.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,1,NA,77,94,100,100,100,100,77
015835,GREAT HEARTS TEXAS,2019,0,59028811,16230736,0,0,0,0,75259547,75259547,Open Enrollment Charter,"3,437.542",20,BEXAR COUNTY,468,103,1372,120,1550,2,0,3615,B,89,B,89,B,86,B,89,N,Y,N,N,N,2399,66.400000000000006,3615,648,17.9,180,5,207,5.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,63,91,83,96,97,90,72
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,2019,0,2793853,256585,0,0,9522,0,3059960,3059960,Open Enrollment Charter,325.017,20,BEXAR COUNTY,18,2,180,14,122,1,0,337,A,94,A,91,B,83,A,100,N,Y,NA,N,Y,.,.,337,42,12.5,22,6.5,25,7.4,0,0,.,.,.,.,.,.,.,.,.,NA,.,BEXAR,'015,NA,NA,65,91,.,.,.,.,77
015838,COMPASS ROSE ACADEMY,2019,0,1873011,1161628,0,0,0,0,3034639,3034639,Open Enrollment Charter,175.797,20,BEXAR COUNTY,3,2,176,2,10,0,0,193,B,84,C,75,B,86,B,80,N,Y,NA,N,Y,.,.,193,166,86,19,9.8,22,11.4,.,0,.,.,.,.,.,.,.,.,.,NA,.,BEXAR,'015,NA,NA,44,75,.,.,.,.,71
015901,ALAMO HEIGHTS ISD,2019,34131862,3112555,7066205,13507603,92611,3000,0,57913836,57913836,Traditional ISD/CSD,"4,622.319",20,BEXAR COUNTY,164,115,1941,54,2561,19,10,4864,A,91,A,92,B,85,B,88,N,N,N,N,N,3774,77.900000000000006,4843,956,19.7,313,6.5,396,8.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,59,89,74,94,99,95,73
015904,HARLANDALE ISD,2019,19932049,99937064,4604271,6948882,11040792,0,61320948,142463058,203784006,Traditional ISD/CSD,"12,476.040",20,BEXAR COUNTY,9,61,13781,16,217,2,0,14086,B,86,B,84,A,90,C,76,N,N,N,N,N,10114,71.900000000000006,14073,12386,88,2415,17.2,1384,9.8,352,2.5,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,42,73,63,91,96,90,68
015905,EDGEWOOD ISD,2019,16322157,68716964,3656048,3040678,3975931,1429548,0,97141326,97141326,Traditional ISD/CSD,"8,831.143",20,BEXAR COUNTY,51,144,9950,19,62,3,5,10234,C,78,D,69,B,81,C,70,N,N,N,N,N,6886,67.7,10166,9627,94.7,2084,20.5,1034,10.2,133,1.3,0,0,111,1.1000000000000001,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,33,58,55,83,91.4,65,58
015906,RANDOLPH FIELD ISD,2019,0,9878516,843328,0,0,15967,0,10737811,10737811,Traditional ISD/CSD,"1,406.942",20,BEXAR COUNTY,38,292,338,175,610,3,12,1468,A,97,A,95,B,89,A,100,N,N,N,N,N,1149,78.3,1467,109,7.4,2,0.1,127,8.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,68,92,83,96,100,100,75
015907,SAN ANTONIO ISD,2019,210375441,207810159,15363817,75513126,1165369,2168185,46009546,512396097,558405643,Traditional ISD/CSD,"42,746.813",20,BEXAR COUNTY,183,3057,44013,269,1164,46,13,48745,B,83,C,73,B,87,C,73,N,N,N,N,N,33664,69.099999999999994,48720,44031,90.4,9572,19.6,5350,11,1102,2.3,0,0,328,0.7,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,36,62,61,90,86,60,66
015908,SOUTH SAN ANTONIO ISD,2019,18365140,52219509,2738739,7334432,5065316,1002995,0,86726131,86726131,Traditional ISD/CSD,"7,877.331",20,BEXAR COUNTY,7,107,8668,18,128,7,4,8939,C,77,D,69,B,80,C,71,N,N,N,N,N,6724,75.3,8934,8125,90.9,1560,17.5,925,10.4,462,5.2,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,37,65,48,76,89.5,65,65
015909,SOMERSET ISD,2019,5998396,31370893,1052692,1395862,1658553,0,0,41476396,41476396,Traditional ISD/CSD,"3,744.513",20,BEXAR COUNTY,5,20,3670,24,429,6,4,4158,B,87,B,83,A,91,C,77,N,N,N,N,N,3071,73.900000000000006,4156,3471,83.5,680,16.4,391,9.4,129,3.1,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,41,71,75,94,95.1,85,64
015910,NORTH EAST ISD,2019,409130475,74647604,31706238,128093436,2016104,7375008,241728815,652968865,894697680,Traditional ISD/CSD,"60,584.838",20,BEXAR COUNTY,2432,4805,38899,2360,16450,159,81,65186,B,89,B,86,B,89,B,89,N,N,N,N,N,50075,77.2,64850,31386,48.4,8588,13.2,6372,9.8,0,0,0,0,807,1.2,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,55,86,64,91,93.9,75,70
015911,EAST CENTRAL ISD,2019,39607483,40356682,4721371,11403767,347247,502787,0,96939337,96939337,Traditional ISD/CSD,"9,173.840",20,BEXAR COUNTY,52,851,7434,154,1530,12,8,10041,C,77,C,72,C,78,C,73,N,N,N,N,N,7795,77.7,10029,6811,67.9,1149,11.5,1105,11,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,35,60,53,80,94.8,80,59
015912,SOUTHWEST ISD,2019,42415867,79379372,6210864,13534695,5069466,16189,0,146626453,146626453,Traditional ISD/CSD,"12,546.727",20,BEXAR COUNTY,49,428,12439,104,712,23,4,13759,B,82,C,77,B,83,B,81,N,N,N,N,N,10433,76,13733,11692,85.1,2329,17,1704,12.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,42,73,50,78,95.7,85,64
015913,LACKLAND ISD,2019,0,8549008,816190,0,0,41850,0,9407048,9407048,Traditional ISD/CSD,"1,005.308",20,BEXAR COUNTY,18,149,271,144,484,0,10,1076,A,92,A,93,B,82,A,90,N,N,N,N,N,678,63.2,1072,196,18.3,20,1.9,135,12.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,61,90,68,92,100,100,71
015914,FT SAM HOUSTON ISD,2019,0,11920754,2825503,0,0,364033,0,15110290,15110290,Traditional ISD/CSD,"1,476.438",20,BEXAR COUNTY,30,247,483,161,630,14,25,1590,A,95,A,93,B,85,A,100,N,N,N,N,N,1089,68.7,1586,430,27.1,36,2.3,189,11.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,61,90,70,93,100,100,73
015915,NORTHSIDE ISD,2019,557625639,247949299,52551097,182440458,2857374,50000,411152290,1043473867,1454626157,Traditional ISD/CSD,"98,226.705",20,BEXAR COUNTY,3556,7017,72367,2985,20159,140,277,106501,B,87,B,87,B,86,B,88,N,N,N,N,N,79797,75.400000000000006,105797,52367,49.5,9786,9.2,12831,12.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,52,83,61,90,96.9,90,69
015916,JUDSON ISD,2019,98873651,78681329,10398412,38490428,782433,6143349,0,233369602,233369602,Traditional ISD/CSD,"21,251.847",20,BEXAR COUNTY,447,4899,13147,838,3391,69,79,22870,B,83,C,77,B,86,C,77,N,N,N,N,N,17273,75.599999999999994,22848,15421,67.5,2237,9.8,2645,11.6,481,2.1,0,0,109,0.5,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,45,76,56,85,91.7,65,65
015917,SOUTHSIDE ISD,2019,17151027,35547066,1902785,5968400,1205078,590000,0,62364356,62364356,Traditional ISD/CSD,"5,111.396",20,BEXAR COUNTY,16,76,5184,25,360,2,0,5663,C,78,C,73,B,81,C,71,N,N,N,N,N,4241,74.900000000000006,5660,4661,82.3,941,16.6,614,10.8,321,5.7,0,0,0,0,.,.,.,.,.,NA,.,BEXAR,'015,0,NA,34,59,56,85,93.6,75,62
016901,JOHNSON CITY ISD,2019,6740330,740254,469944,832614,11836,0,26235,8794978,8821213,Traditional ISD/CSD,623.653,13,BLANCO COUNTY,4,0,170,18,458,0,0,650,B,89,B,89,B,87,B,89,N,N,N,N,N,526,80.900000000000006,650,256,39.4,43,6.6,64,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,BLANCO,'016,0,NA,55,86,64,91,96.4,90,74
016902,BLANCO ISD,2019,9768734,978337,738818,1300077,24621,0,0,12810587,12810587,Traditional ISD/CSD,962.129,13,BLANCO COUNTY,4,8,418,13,568,0,0,1011,A,94,A,92,A,91,A,97,N,N,N,N,N,793,78.599999999999994,1009,456,45.2,81,8,113,11.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,BLANCO,'016,0,NA,55,86,72,93,100,100,72
017901,BORDEN COUNTY ISD,2019,4869970,622004,790920,1711781,295341,202739,0,8492755,8492755,Traditional ISD/CSD,202.727,17,BORDEN COUNTY,0,1,33,4,175,1,0,214,A,94,A,96,B,88,B,89,N,N,NA,N,Y,.,.,214,52,24.3,2,0.9,18,8.4,0,0,.,.,.,.,.,.,.,.,.,NA,.,BORDEN,'017,NA,NA,63,91,93,98,100,100,71
018901,CLIFTON ISD,2019,5900329,3113279,191404,1742651,13975,206352,0,11167990,11167990,Traditional ISD/CSD,951.217,12,BOSQUE COUNTY,14,19,353,49,561,6,0,1002,B,87,A,90,A,92,C,75,N,N,N,N,N,730,73,1000,582,58.2,76,7.6,121,12.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOSQUE,'018,0,NA,48,80,84,96,100,100,63
018902,MERIDIAN ISD,2019,1875871,3016014,1231658,631303,14721,15845,0,6785412,6785412,Traditional ISD/CSD,441.912,12,BOSQUE COUNTY,3,17,164,21,272,0,0,477,B,86,B,87,A,90,C,75,N,N,N,N,N,362,76.400000000000006,474,301,63.5,26,5.5,72,15.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOSQUE,'018,0,NA,45,76,68,92,100,100,65
018903,MORGAN ISD,2019,654342,990234,60357,0,0,7594,0,1712527,1712527,Traditional ISD/CSD,111.539,12,BOSQUE COUNTY,0,1,80,8,39,1,0,129,C,77,C,74,C,79,C,71,N,N,NA,N,Y,.,.,129,98,76,15,11.6,26,20.2,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOSQUE,'018,NA,NA,35,60,43,75,100,100,69
018904,VALLEY MILLS ISD,2019,2383523,3683647,225155,887307,16397,0,0,7196029,7196029,Traditional ISD/CSD,598.199,12,BOSQUE COUNTY,3,20,151,25,451,0,0,650,B,82,B,83,B,81,B,80,N,N,N,N,N,493,76.099999999999994,648,380,58.6,40,6.2,83,12.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOSQUE,'018,0,NA,49,81,48,76,100,100,70
018905,WALNUT SPRINGS ISD,2019,989874,965922,66340,0,0,8087,0,2030223,2030223,Traditional ISD/CSD,174.547,12,BOSQUE COUNTY,0,1,105,3,78,0,0,187,B,81,B,82,B,85,C,73,N,N,NA,N,Y,.,.,187,160,85.6,41,21.9,28,15,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOSQUE,'018,NA,NA,37,64,69,92,100,100,58
018906,IREDELL ISD,2019,1354290,296099,29071,280925,65,39211,0,1999661,1999661,Traditional ISD/CSD,131.137,12,BOSQUE COUNTY,0,0,36,2,105,0,0,143,B,81,B,83,B,81,C,77,N,N,NA,N,Y,.,.,141,85,60.3,0,0,18,12.8,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOSQUE,'018,NA,NA,45,73,54,85,100,100,58
018907,KOPPERL ISD,2019,1710526,737122,54910,22911,602,11910,0,2537981,2537981,Traditional ISD/CSD,185.510,12,BOSQUE COUNTY,0,2,20,2,177,0,0,201,C,75,C,76,C,76,C,74,N,N,NA,N,Y,.,.,201,151,75.1,3,1.5,26,12.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOSQUE,'018,NA,NA,33,58,50,82,100,100,54
018908,CRANFILLS GAP ISD,2019,875780,778418,72284,0,0,48642,0,1775124,1775124,Traditional ISD/CSD,124.040,12,BOSQUE COUNTY,0,3,40,2,88,0,0,133,C,72,C,71,B,83,F,47,N,N,NA,N,Y,.,.,133,92,69.2,10,7.5,17,12.8,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOSQUE,'018,NA,NA,37,64,38,69,96.3,90,73
019901,DEKALB ISD,2019,2303393,5717844,103842,0,0,82000,0,8207079,8207079,Traditional ISD/CSD,713.648,8,BOWIE COUNTY,1,149,108,54,481,7,0,800,B,84,B,85,B,89,C,73,N,N,N,N,N,585,73.2,799,530,66.3,45,5.6,77,9.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,39,69,79,95,98.2,95,63
019902,HOOKS ISD,2019,2048155,7379259,366955,408461,333012,208060,0,10743902,10743902,Traditional ISD/CSD,864.165,8,BOWIE COUNTY,1,107,89,87,622,2,0,908,B,89,A,90,A,91,B,83,N,N,N,N,N,721,79.400000000000006,908,553,60.9,29,3.2,99,10.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,52,83,72,93,100,100,67
019903,MAUD ISD,2019,723937,4387727,199235,31987,34845,0,0,5377731,5377731,Traditional ISD/CSD,433.183,8,BOWIE COUNTY,0,23,27,22,393,2,1,468,B,84,B,86,B,85,C,79,N,N,NA,N,Y,.,.,467,293,62.7,2,0.4,51,10.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOWIE,'019,NA,NA,46,74,67,92,100,100,67
019905,NEW BOSTON ISD,2019,4573141,10525182,521149,945644,131979,0,0,16697095,16697095,Traditional ISD/CSD,"1,143.786",8,BOWIE COUNTY,4,309,95,110,753,1,3,1275,B,86,B,86,B,89,C,78,N,N,N,N,N,932,73.2,1274,924,72.5,28,2.2,199,15.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,42,73,76,94,99,95,60
019906,REDWATER ISD,2019,2889656,7181240,512892,438654,166579,0,0,11189021,11189021,Traditional ISD/CSD,"1,047.487",8,BOWIE COUNTY,10,42,39,29,1005,3,2,1130,A,90,A,92,B,89,B,85,N,N,N,N,N,863,76.400000000000006,1130,511,45.2,11,1,106,9.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,54,85,81,95,100,100,69
019907,TEXARKANA ISD,2019,23455794,33975891,2666205,5165573,1028228,861474,1727768,67153165,68880933,Traditional ISD/CSD,"6,410.003",8,BOWIE COUNTY,97,3193,1091,366,2400,23,4,7174,B,87,B,86,B,89,B,81,N,N,N,N,N,4915,68.599999999999994,7167,4982,69.5,558,7.8,637,8.9,0,0,0,0,1895,26.4,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,47,79,73,93,95.6,85,65
019908,LIBERTY-EYLAU ISD,2019,6427059,15466592,616540,1119725,472110,7355040,0,31457066,31457066,Traditional ISD/CSD,"2,198.052",8,BOWIE COUNTY,3,1299,153,173,817,15,5,2465,B,83,C,77,B,88,C,71,N,N,N,N,N,1689,68.5,2465,1981,80.4,50,2,330,13.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,35,60,67,92,94.6,80,60
019909,SIMMS ISD,2019,1308761,4183050,159037,5658,27634,1332312,1083182,7016452,8099634,Traditional ISD/CSD,482.772,8,BOWIE COUNTY,4,1,19,13,476,4,0,517,B,89,B,89,A,91,B,85,N,N,N,N,N,394,76.400000000000006,516,294,57,3,0.6,76,14.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,47,79,74,94,100,100,68
019910,MALTA ISD,2019,222700,1559983,27710,13710,61849,0,0,1885952,1885952,Traditional ISD/CSD,168.297,8,BOWIE COUNTY,1,1,13,12,198,4,0,229,A,94,A,91,B,88,A,100,N,N,NA,N,Y,.,.,229,103,45,1,0.4,14,6.1,0,0,.,.,.,.,.,.,.,.,.,NA,.,BOWIE,'019,NA,NA,64,91,.,.,.,.,78
019911,RED LICK ISD,2019,2303886,1990954,328960,325401,10458,0,0,4959659,4959659,Traditional ISD/CSD,487.020,8,BOWIE COUNTY,2,4,21,13,458,3,0,501,A,95,A,93,B,89,A,99,N,N,N,N,N,326,65.2,500,52,10.4,0,0,31,6.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,NA,NA,72,93,.,.,.,.,75
019912,PLEASANT GROVE ISD,2019,9984149,7336022,1562706,3379040,68425,1056937,0,23387279,23387279,Traditional ISD/CSD,"2,018.655",8,BOWIE COUNTY,64,360,168,96,1457,10,3,2158,A,93,A,94,A,92,B,89,N,N,N,N,N,1673,77.7,2154,738,34.3,66,3.1,225,10.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,BOWIE,'019,0,NA,60,90,88,97,98.6,95,65
019913,HUBBARD ISD,2019,224982,764869,22278,0,0,0,0,1012129,1012129,Traditional ISD/CSD,83.723,8,BOWIE COUNTY,0,0,24,6,75,2,0,107,F,59,F,58,D,69,F,35,N,N,NA,N,Y,.,.,107,71,66.4,12,11.2,18,16.8,0,0,.,.,.,.,.,.,.,.,.,NA,1,BOWIE,'019,NA,NA,33,58,.,.,.,.,68
019914,LEARY ISD,2019,432734,637125,28255,0,0,0,0,1098114,1098114,Traditional ISD/CSD,93.844,8,BOWIE COUNTY,0,4,9,9,97,0,0,119,F,59,D,60,D,62,F,51,N,N,NA,N,Y,.,.,119,93,78.2,0,0,16,13.4,0,0,.,.,.,.,.,.,.,.,.,NA,1,BOWIE,'019,NA,NA,35,60,.,.,.,.,62
020901,ALVIN ISD,2019,80993509,151946899,31676742,25030522,10729124,3631645,52288656,304008441,356297097,Traditional ISD/CSD,"24,338.853",4,BRAZORIA COUNTY,2433,5490,10400,672,6822,106,22,25945,B,89,B,89,A,90,B,89,N,N,N,N,N,19298,75,25732,13292,51.7,4201,16.3,2652,10.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,51,82,67,92,98.6,95,69
020902,ANGLETON ISD,2019,29245050,28687875,3380410,11740261,253168,0,19945664,73306764,93252428,Traditional ISD/CSD,"6,306.481",4,BRAZORIA COUNTY,30,705,3276,181,2476,95,4,6767,B,84,B,85,B,84,B,82,N,N,N,N,N,5020,74.7,6720,4169,62,879,13.1,715,10.6,0,0,0,0,140,2.1,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,47,79,55,83,100,100,63
020904,DANBURY ISD,2019,3006152,4918294,645476,1122361,0,93371,0,9785654,9785654,Traditional ISD/CSD,756.050,4,BRAZORIA COUNTY,6,5,154,20,614,2,0,801,B,88,B,89,B,80,B,86,N,N,N,N,N,623,78,799,307,38.4,31,3.9,51,6.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,52,83,59,89,100,100,60
020905,BRAZOSPORT ISD,2019,103974246,13198792,15725685,32192764,151455,456420,339575,165699362,166038937,Traditional ISD/CSD,"11,362.450",4,BRAZORIA COUNTY,191,862,6991,319,3983,66,5,12417,B,88,B,83,A,90,B,82,N,N,N,N,N,9137,73.8,12385,7642,61.7,1609,13,1091,8.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,47,79,64,91,93,75,69
020906,SWEENY ISD,2019,11668476,2470168,10309884,5086030,18667,194340,227817,29747565,29975382,Traditional ISD/CSD,"1,840.503",4,BRAZORIA COUNTY,7,215,478,95,1177,5,1,1978,B,85,B,87,B,89,C,77,N,N,N,N,N,1481,74.900000000000006,1978,1017,51.4,58,2.9,148,7.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,45,76,79,95,98.4,95,61
020907,COLUMBIA-BRAZORIA ISD,2019,13788139,12315338,725064,2922911,92955,369865,0,30214272,30214272,Traditional ISD/CSD,"2,807.599",4,BRAZORIA COUNTY,12,266,914,101,1732,11,1,3037,B,80,B,82,B,83,C,73,N,N,N,N,N,2292,75.599999999999994,3031,1535,50.6,212,7,292,9.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,40,70,68,92,95.8,85,65
020908,PEARLAND ISD,2019,81142499,91999725,12667519,27699702,928188,1137715,3792786,215575348,219368134,Traditional ISD/CSD,"20,618.053",4,BRAZORIA COUNTY,2375,3199,7477,780,7679,72,24,21606,B,89,A,93,A,91,B,89,N,N,N,N,N,16875,78.400000000000006,21526,6763,31.4,1945,9,2074,9.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,BRAZORIA,'020,0,NA,65,91,76,94,99.5,95,76
020910,DAMON ISD,2019,722535,1296419,460391,0,0,6384,0,2485729,2485729,Traditional ISD/CSD,130.482,4,BRAZORIA COUNTY,0,2,88,6,60,0,0,156,F,51,F,55,D,60,F,30,N,N,N,N,N,93,59.6,156,141,90.4,31,19.9,29,18.6,0,0,0,0,0,0,.,.,.,.,.,NA,2,BRAZORIA,'020,NA,NA,29,55,.,.,100,100,59
